,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
2928,Urad,2009,Rabi       ,Assam,43353.0,24558,1727.1,6755264.46,7370.01,0.565925926
2929,Wheat,2009,Rabi       ,Assam,60067.0,50000,1727.1,9359639.94,10211.39,1.097037037
2931,Arhar/Tur,2009,Kharif     ,Karnataka,604305.0,50000,1321.0,94162805.1,102731.85,0.526923077
2932,Bajra,2009,Kharif     ,Karnataka,304229.0,50000,1321.0,47404962.78,51718.93,0.446666667
2933,Bajra,2009,Rabi       ,Karnataka,124.0,138,1321.0,19321.68,21.08,0.945
2934,Bajra,2009,Summer     ,Karnataka,754.0,707,1321.0,117488.28,128.18,0.935
2936,Black pepper,2009,Whole Year ,Karnataka,19706.0,50000,1321.0,3070588.92,3350.02,3.701538462
2937,Cardamom,2009,Whole Year ,Karnataka,19178.0,1267,1321.0,2988315.96,3260.26,0.085
2938,Cashewnut,2009,Whole Year ,Karnataka,63314.0,48008,1321.0,9865587.48,10763.38,0.764545455
2939,Castor seed,2009,Kharif     ,Karnataka,17829.0,11525,1321.0,2778114.78,3030.93,0.645909091
2941,Coriander,2009,Whole Year ,Karnataka,6580.0,3224,1321.0,1025295.6,1118.6,0.498095238
2943,Dry chillies,2009,Rabi       ,Karnataka,6354.0,18944,1321.0,990080.28,1080.18,2.896071429
2944,Dry chillies,2009,Summer     ,Karnataka,6605.0,30415,1321.0,1029191.1,1122.85,4.545416667
2945,Garlic,2009,Whole Year ,Karnataka,4698.0,6603,1321.0,732042.36,798.66,1.794615385
2947,Gram,2009,Kharif     ,Karnataka,114622.0,50000,1321.0,17860400.04,19485.74,0.4852
2948,Gram,2009,Rabi       ,Karnataka,112804.0,50000,1321.0,17577119.28,19176.68,0.455714286
2949,Groundnut,2009,Kharif     ,Karnataka,609042.0,50000,1321.0,94900924.44,103537.14,0.577692308
2950,Groundnut,2009,Rabi       ,Karnataka,208508.0,50000,1321.0,32489716.56,35446.36,0.949642857
2951,Horse-gram,2009,Kharif     ,Karnataka,114622.0,50000,1321.0,17860400.04,19485.74,0.4852
2952,Horse-gram,2009,Rabi       ,Karnataka,112804.0,50000,1321.0,17577119.28,19176.68,0.455714286
2953,Jowar,2009,Kharif     ,Karnataka,246290.0,50000,1321.0,38376907.8,41869.3,0.9875
2955,Jowar,2009,Summer     ,Karnataka,5973.0,8824,1321.0,930712.86,1015.41,1.498461538
2956,Linseed,2009,Rabi       ,Karnataka,12456.0,3657,1321.0,1940893.92,2117.52,0.333333333
2958,Maize,2009,Rabi       ,Karnataka,103702.0,50000,1321.0,16158845.64,17629.34,2.43962963
2959,Maize,2009,Summer     ,Karnataka,28341.0,50000,1321.0,4416094.62,4817.97,2.839642857
2960,Mesta,2009,Whole Year ,Karnataka,1300.0,1885,1321.0,202566.0,221.0,1.324
2961,Moong(Green Gram),2009,Kharif     ,Karnataka,370345.0,45514,1321.0,57707157.9,62958.65,0.199565217
2962,Moong(Green Gram),2009,Rabi       ,Karnataka,8958.0,2349,1321.0,1395835.56,1522.86,0.28
2963,Niger seed,2009,Kharif     ,Karnataka,26380.0,9250,1321.0,4110531.6,4484.6,0.33375
2965,Onion,2009,Rabi       ,Karnataka,13815.0,50000,1321.0,2152653.3,2348.55,7.0895
2966,Onion,2009,Summer     ,Karnataka,3777.0,28828,1321.0,588532.14,642.09,7.65
2967,Other  Rabi pulses,2009,Rabi       ,Karnataka,33735.0,9510,1321.0,5256587.7,5734.95,0.293448276
2968,Other Kharif pulses,2009,Kharif     ,Karnataka,114169.0,50000,1321.0,17789813.58,19408.73,0.6076
2969,Potato,2009,Kharif     ,Karnataka,28305.0,50000,1321.0,4410485.1,4811.85,6.492666667
2970,Potato,2009,Rabi       ,Karnataka,5890.0,50000,1321.0,917779.8,1001.3,15.23416667
2971,Potato,2009,Summer     ,Karnataka,2913.0,46821,1321.0,453903.66,495.21,15.96166667
2973,Ragi,2009,Rabi       ,Karnataka,27562.0,44924,1321.0,4294710.84,4685.54,1.834285714
2974,Ragi,2009,Summer     ,Karnataka,7984.0,14970,1321.0,1244066.88,1357.28,1.778
2975,Rapeseed &Mustard,2009,Rabi       ,Karnataka,5116.0,1493,1321.0,797175.12,869.72,0.29
2977,Rice,2009,Rabi       ,Karnataka,37747.0,50000,1321.0,5881737.54,6416.99,2.416666667
2979,Safflower,2009,Rabi       ,Karnataka,67924.0,50000,1321.0,10583917.68,11547.08,0.694
2980,Sannhamp,2009,Whole Year ,Karnataka,282.0,70,1321.0,43941.24,47.94,0.163333333
2981,Sesamum,2009,Kharif     ,Karnataka,76280.0,31039,1321.0,11885949.6,12967.6,0.437307692
2982,Small millets,2009,Kharif     ,Karnataka,26682.0,13089,1321.0,4157589.24,4535.94,0.4905
2983,Soyabean,2009,Kharif     ,Karnataka,183688.0,50000,1321.0,28622264.16,31226.96,0.413
2985,Sunflower,2009,Kharif     ,Karnataka,389147.0,50000,1321.0,60636885.54,66154.99,0.36
2986,Sunflower,2009,Rabi       ,Karnataka,376475.0,50000,1321.0,58662334.5,64000.75,0.54826087
2987,Sunflower,2009,Summer     ,Karnataka,28543.0,24563,1321.0,4447570.26,4852.31,0.95952381
2988,Sweet potato,2009,Whole Year ,Karnataka,2397.0,15751,1321.0,373500.54,407.49,6.936666667
2989,Tapioca,2009,Whole Year ,Karnataka,881.0,8161,1321.0,137277.42,149.77,9.647777778
2990,Tobacco,2009,Whole Year ,Karnataka,118168.0,50000,1321.0,18412937.76,20088.56,0.799411765
2991,Turmeric,2009,Whole Year ,Karnataka,17873.0,50000,1321.0,2784970.86,3038.41,4.762941176
2992,Urad,2009,Kharif     ,Karnataka,109099.0,9259,1321.0,16999806.18,18546.83,0.153181818
2993,Urad,2009,Rabi       ,Karnataka,9092.0,3548,1321.0,1416715.44,1545.64,0.372307692
2994,Wheat,2009,Rabi       ,Karnataka,283427.0,50000,1321.0,44163595.14,48182.59,0.919285714
2995,Arecanut,2009,Whole Year ,Kerala,99190.0,50000,2821.5,15455785.8,16862.3,0.976428571
2997,Black pepper,2009,Whole Year ,Kerala,171489.0,42460,2821.5,26721415.98,29153.13,0.190714286
2998,Cardamom,2009,Whole Year ,Kerala,41593.0,7800,2821.5,6481021.26,7070.81,0.057777778
2999,Cashewnut,2009,Whole Year ,Kerala,48972.0,35818,2821.5,7630817.04,8325.24,0.482857143
3001,Cotton(lint),2009,Kharif     ,Kerala,1018.0,1324,2821.5,158624.76,173.06,1.3
3002,Garlic,2009,Whole Year ,Kerala,336.0,5712,2821.5,52355.52,57.12,17.0
3003,Ginger,2009,Whole Year ,Kerala,5408.0,28603,2821.5,842674.56,919.36,3.402142857
3004,Groundnut,2009,Kharif     ,Kerala,1340.0,992,2821.5,208798.8,227.8,0.87
3005,Jowar,2009,Kharif     ,Kerala,2547.0,1305,2821.5,396873.54,432.99,0.6675
3006,Other Cereals,2009,Kharif     ,Kerala,226.0,176,2821.5,35215.32,38.42,0.765
3007,Ragi,2009,Kharif     ,Kerala,293.0,236,2821.5,45655.26,49.81,0.405
3008,Rice,2009,Autumn     ,Kerala,77249.0,50000,2821.5,12036939.18,13132.33,2.303076923
3009,Rice,2009,Summer     ,Kerala,49279.0,50000,2821.5,7678653.78,8377.43,2.385
3010,Rice,2009,Winter     ,Kerala,107485.0,50000,2821.5,16748312.7,18272.45,2.286428571
3011,Sesamum,2009,Kharif     ,Kerala,608.0,206,2821.5,94738.56,103.36,0.28
3012,Sugarcane,2009,Whole Year ,Kerala,2972.0,50000,2821.5,463097.04,505.24,50.8875
3013,Sweet potato,2009,Whole Year ,Kerala,399.0,4575,2821.5,62172.18,67.83,11.49857143
3015,Tobacco,2009,Whole Year ,Kerala,29.0,34,2821.5,4518.78,4.93,1.17
3016,Turmeric,2009,Whole Year ,Kerala,2438.0,6066,2821.5,379889.16,414.46,2.276428571
3017,Arecanut,2009,Whole Year ,Meghalaya,13621.0,19396,2995.9,2122424.22,2315.57,1.248571429
3018,Arhar/Tur,2009,Kharif     ,Meghalaya,781.0,612,2995.9,121695.42,132.77,0.79
3019,Banana,2009,Kharif     ,Meghalaya,6802.0,50000,2995.9,1059887.64,1156.34,10.4
3020,Black pepper,2009,Whole Year ,Meghalaya,890.0,461,2995.9,138679.8,151.3,0.505714286
3021,Castor seed,2009,Kharif     ,Meghalaya,29.0,15,2995.9,4518.78,4.93,0.5
3022,Cotton(lint),2009,Kharif     ,Meghalaya,6891.0,5491,2995.9,1073755.62,1171.47,0.82
3023,Ginger,2009,Kharif     ,Meghalaya,9321.0,50000,2995.9,1452398.22,1584.57,6.834285714
3024,Gram,2009,Rabi       ,Meghalaya,561.0,351,2995.9,87415.02,95.37,0.59
3025,Jute,2009,Kharif     ,Meghalaya,3928.0,34792,2995.9,612060.96,667.76,6.803333333
3026,Linseed,2009,Rabi       ,Meghalaya,77.0,36,2995.9,11998.14,13.09,0.47
3027,Maize,2009,Kharif     ,Meghalaya,17209.0,26167,2995.9,2681506.38,2925.53,1.574285714
3028,Masoor,2009,Rabi       ,Meghalaya,332.0,274,2995.9,51732.24,56.44,0.73
3029,Mesta,2009,Kharif     ,Meghalaya,4154.0,18391,2995.9,647276.28,706.18,4.506666667
3030,Other  Rabi pulses,2009,Rabi       ,Meghalaya,856.0,608,2995.9,133381.92,145.52,0.641428571
3031,Peas & beans (Pulses),2009,Rabi       ,Meghalaya,1012.0,1384,2995.9,157689.84,172.04,1.202857143
3032,Potato,2009,Whole Year ,Meghalaya,17712.0,50000,2995.9,2759883.84,3011.04,7.318571429
3033,Rapeseed &Mustard,2009,Rabi       ,Meghalaya,7160.0,4872,2995.9,1115671.2,1217.2,0.595714286
3034,Rice,2009,Autumn     ,Meghalaya,32560.0,41798,2995.9,5073499.2,5535.2,1.542857143
3035,Rice,2009,Summer     ,Meghalaya,12777.0,46943,2995.9,1990912.14,2172.09,2.171428571
3036,Rice,2009,Winter     ,Meghalaya,62825.0,50000,2995.9,9789391.5,10680.25,1.802857143
3037,Sesamum,2009,Kharif     ,Meghalaya,1590.0,853,2995.9,247753.8,270.3,0.595
3038,Small millets,2009,Kharif     ,Meghalaya,2362.0,1889,2995.9,368046.84,401.54,0.964285714
3039,Sugarcane,2009,Whole Year ,Meghalaya,76.0,206,2995.9,11842.32,12.92,2.46
3040,Sweet potato,2009,Kharif     ,Meghalaya,4398.0,14053,2995.9,685296.36,747.66,3.611428571
3041,Tapioca,2009,Kharif     ,Meghalaya,4210.0,21152,2995.9,656002.2,715.7,6.02
3042,Tobacco,2009,Rabi       ,Meghalaya,635.0,427,2995.9,98945.7,107.95,0.7375
3043,Wheat,2009,Rabi       ,Meghalaya,405.0,718,2995.9,63107.1,68.85,1.25
3044,Arecanut,2009,Whole Year ,Tamil Nadu,5456.0,10437,928.5,850153.92,927.52,1.605
3045,Arhar/Tur,2009,Whole Year ,Tamil Nadu,26558.0,20274,928.5,4138267.56,4514.86,0.709615385
3046,Bajra,2009,Whole Year ,Tamil Nadu,54427.0,50000,928.5,8480815.14,9252.59,1.649615385
3048,Black pepper,2009,Whole Year ,Tamil Nadu,2790.0,643,928.5,434737.8,474.3,0.153846154
3049,Cardamom,2009,Whole Year ,Tamil Nadu,3650.0,330,928.5,568743.0,620.5,0.058461538
3050,Cashewnut,2009,Whole Year ,Tamil Nadu,99043.0,49550,928.5,15432880.26,16837.31,0.496785714
3051,Castor seed,2009,Whole Year ,Tamil Nadu,4896.0,1521,928.5,762894.72,832.32,0.313703704
3053,Coriander,2009,Whole Year ,Tamil Nadu,15977.0,6315,928.5,2489536.14,2716.09,0.355416667
3054,Cotton(lint),2009,Whole Year ,Tamil Nadu,104095.0,50000,928.5,16220082.9,17696.15,2.502333333
3055,Dry chillies,2009,Whole Year ,Tamil Nadu,58476.0,31230,928.5,9111730.32,9940.92,0.629032258
3056,Garlic,2009,Whole Year ,Tamil Nadu,330.0,1954,928.5,51420.6,56.1,4.256
3057,Ginger,2009,Whole Year ,Tamil Nadu,864.0,13867,928.5,134628.48,146.88,16.036
3058,Gram,2009,Whole Year ,Tamil Nadu,7432.0,4542,928.5,1158054.24,1263.44,0.523
3060,Horse-gram,2009,Whole Year ,Tamil Nadu,47231.0,21816,928.5,7359534.42,8029.27,0.4292
3061,Jowar,2009,Whole Year ,Tamil Nadu,238476.0,50000,928.5,37159330.32,40540.92,1.287777778
3063,Moong(Green Gram),2009,Whole Year ,Tamil Nadu,138138.0,47673,928.5,21524663.16,23483.46,0.410322581
3064,Onion,2009,Whole Year ,Tamil Nadu,31024.0,50000,928.5,4834159.68,5274.08,9.8704
3065,Potato,2009,Whole Year ,Tamil Nadu,4611.0,50000,928.5,718486.02,783.87,19.2475
3066,Ragi,2009,Whole Year ,Tamil Nadu,82335.0,50000,928.5,12829439.7,13996.95,2.344642857
3067,Rapeseed &Mustard,2009,Whole Year ,Tamil Nadu,262.0,62,928.5,40824.84,44.54,0.167777778
3069,Sesamum,2009,Whole Year ,Tamil Nadu,62677.0,29021,928.5,9766330.14,10655.09,0.413448276
3070,Small millets,2009,Kharif     ,Tamil Nadu,33141.0,31244,928.5,5164030.62,5633.97,0.932173913
3072,Sunflower,2009,Whole Year ,Tamil Nadu,14268.0,18975,928.5,2223239.76,2425.56,1.448518519
3073,Sweet potato,2009,Whole Year ,Tamil Nadu,778.0,11381,928.5,121227.96,132.26,14.6992
3075,Tobacco,2009,Whole Year ,Tamil Nadu,7051.0,10741,928.5,1098686.82,1198.67,1.407857143
3076,Turmeric,2009,Whole Year ,Tamil Nadu,33366.0,50000,928.5,5199090.12,5672.22,5.103076923
3077,Urad,2009,Whole Year ,Tamil Nadu,259722.0,50000,928.5,40469882.04,44152.74,0.392333333
3078,Arecanut,2010,Kharif     ,Puducherry,60.0,78,1434.5875,9966.6,14.4,1.3
3079,Bajra,2010,Kharif     ,Puducherry,29.0,68,1434.5875,4817.19,6.96,2.34
3080,Bajra,2010,Summer     ,Puducherry,5.0,11,1434.5875,830.55,1.2,2.2
3081,Banana,2010,Kharif     ,Puducherry,266.0,6368,1434.5875,44185.26,63.84,18.06666667
3082,Black pepper,2010,Kharif     ,Puducherry,11.0,6,1434.5875,1827.21,2.64,0.55
3083,Cashewnut,2010,Kharif     ,Puducherry,173.0,131,1434.5875,28737.03,41.52,0.713333333
3085,Cotton(lint),2010,Summer     ,Puducherry,5.0,5,1434.5875,830.55,1.2,1.0
3086,Dry chillies,2010,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
3087,Dry chillies,2010,Rabi       ,Puducherry,3.0,4,1434.5875,498.33,0.72,1.33
3088,Dry chillies,2010,Summer     ,Puducherry,2.0,2,1434.5875,332.22,0.48,1.0
3089,Groundnut,2010,Kharif     ,Puducherry,25.0,48,1434.5875,4152.75,6.0,1.92
3090,Groundnut,2010,Rabi       ,Puducherry,312.0,621,1434.5875,51826.32,74.88,1.99
3091,Groundnut,2010,Summer     ,Puducherry,79.0,147,1434.5875,13122.69,18.96,1.555
3092,Moong(Green Gram),2010,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
3093,Moong(Green Gram),2010,Rabi       ,Puducherry,15.0,9,1434.5875,2491.65,3.6,0.77
3094,Moong(Green Gram),2010,Summer     ,Puducherry,1477.0,691,1434.5875,245344.47,354.48,0.613333333
3095,Onion,2010,Rabi       ,Puducherry,1.0,7,1434.5875,166.11,0.24,7.0
3096,Other  Rabi pulses,2010,Rabi       ,Puducherry,23.0,19,1434.5875,3820.53,5.52,0.615
3097,Other  Rabi pulses,2010,Summer     ,Puducherry,2.0,2,1434.5875,332.22,0.48,1.0
3098,Other Kharif pulses,2010,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
3099,Ragi,2010,Kharif     ,Puducherry,14.0,29,1434.5875,2325.54,3.36,1.575
3100,Ragi,2010,Rabi       ,Puducherry,1.0,2,1434.5875,166.11,0.24,2.0
3101,Ragi,2010,Summer     ,Puducherry,8.0,20,1434.5875,1328.88,1.92,2.5
3102,Rice,2010,Kharif     ,Puducherry,4384.0,12602,1434.5875,728226.24,1052.16,2.673333333
3103,Rice,2010,Rabi       ,Puducherry,10920.0,26585,1434.5875,1813921.2,2620.8,3.446666667
3104,Rice,2010,Summer     ,Puducherry,4710.0,12773,1434.5875,782378.1,1130.4,2.7
3105,Sesamum,2010,Kharif     ,Puducherry,5.0,4,1434.5875,830.55,1.2,0.8
3106,Sesamum,2010,Rabi       ,Puducherry,15.0,12,1434.5875,2491.65,3.6,0.8
3107,Sesamum,2010,Summer     ,Puducherry,111.0,89,1434.5875,18438.21,26.64,0.655
3108,Sugarcane,2010,Kharif     ,Puducherry,1765.0,50000,1434.5875,293184.15,423.6,115.19
3109,Sunflower,2010,Kharif     ,Puducherry,1.0,1,1434.5875,166.11,0.24,1.0
3110,Sweet potato,2010,Kharif     ,Puducherry,1.0,8,1434.5875,166.11,0.24,8.0
3111,Tapioca,2010,Kharif     ,Puducherry,256.0,4783,1434.5875,42524.16,61.44,15.8
3112,Tapioca,2010,Rabi       ,Puducherry,3.0,57,1434.5875,498.33,0.72,19.0
3113,Turmeric,2010,Kharif     ,Puducherry,4.0,6,1434.5875,664.44,0.96,1.5
3114,Urad,2010,Kharif     ,Puducherry,22.0,17,1434.5875,3654.42,5.28,0.77
3115,Urad,2010,Rabi       ,Puducherry,189.0,206,1434.5875,31394.79,45.36,1.09
3116,Urad,2010,Summer     ,Puducherry,916.0,374,1434.5875,152156.76,219.84,0.626666667
3117,Arecanut,2010,Rabi       ,Assam,68947.0,50000,2578.5,11452786.17,16547.28,0.981851852
3118,Arhar/Tur,2010,Kharif     ,Assam,7137.0,5098,2578.5,1185527.07,1712.88,0.70962963
3120,Black pepper,2010,Whole Year ,Assam,3041.0,4589,2578.5,505140.51,729.84,1.612222222
3121,Castor seed,2010,Kharif     ,Assam,978.0,419,2578.5,162455.58,234.72,0.428
3123,Cotton(lint),2010,Kharif     ,Assam,1398.0,650,2578.5,232221.78,335.52,0.528333333
3124,Dry chillies,2010,Whole Year ,Assam,18808.0,12237,2578.5,3124196.88,4513.92,0.636666667
3125,Ginger,2010,Whole Year ,Assam,16386.0,50000,2578.5,2721878.46,3932.64,6.940740741
3126,Gram,2010,Rabi       ,Assam,1802.0,915,2578.5,299330.22,432.48,0.49
3128,Linseed,2010,Rabi       ,Assam,7125.0,3815,2578.5,1183533.75,1710.0,0.522083333
3129,Maize,2010,Kharif     ,Assam,19772.0,14110,2578.5,3284326.92,4745.28,0.61
3130,Masoor,2010,Rabi       ,Assam,23895.0,11820,2578.5,3969198.45,5734.8,0.495384615
3131,Mesta,2010,Kharif     ,Assam,4970.0,25950,2578.5,825566.7,1192.8,4.909130435
3132,Moong(Green Gram),2010,Rabi       ,Assam,9022.0,4243,2578.5,1498644.42,2165.28,0.451851852
3133,Niger seed,2010,Kharif     ,Assam,7811.0,4020,2578.5,1297485.21,1874.64,0.5284
3134,Onion,2010,Whole Year ,Assam,6906.0,15408,2578.5,1147155.66,1657.44,2.308518519
3135,Peas & beans (Pulses),2010,Rabi       ,Assam,22401.0,13365,2578.5,3721030.11,5376.24,0.604814815
3137,Rapeseed &Mustard,2010,Rabi       ,Assam,243815.0,50000,2578.5,40500109.65,58515.6,0.528888889
3141,Sesamum,2010,Kharif     ,Assam,11888.0,6759,2578.5,1974715.68,2853.12,0.496666667
3142,Small millets,2010,Kharif     ,Assam,5186.0,2600,2578.5,861446.46,1244.64,0.505384615
3144,Sweet potato,2010,Whole Year ,Assam,6186.0,21378,2578.5,1027556.46,1484.64,3.412592593
3145,Tapioca,2010,Whole Year ,Assam,4179.0,19922,2578.5,694173.69,1002.96,4.5232
3146,Tobacco,2010,Whole Year ,Assam,490.0,250,2578.5,81393.9,117.6,0.6084
3147,Turmeric,2010,Whole Year ,Assam,14963.0,10623,2578.5,2485503.93,3591.12,0.753333333
3148,Urad,2010,Rabi       ,Assam,48796.0,27216,2578.5,8105503.56,11711.04,0.577037037
3149,Wheat,2010,Rabi       ,Assam,44772.0,50000,2578.5,7437076.92,10745.28,1.196666667
3150,Arecanut,2010,Whole Year ,Andhra Pradesh,438.0,195,1297.0,72756.18,105.12,0.443333333
3151,Arhar/Tur,2010,Kharif     ,Andhra Pradesh,629980.0,50000,1297.0,104645977.8,151195.2,0.466363636
3152,Arhar/Tur,2010,Rabi       ,Andhra Pradesh,8123.0,4101,1297.0,1349311.53,1949.52,0.483333333
3153,Bajra,2010,Kharif     ,Andhra Pradesh,51338.0,50000,1297.0,8527755.18,12321.12,1.229444444
3154,Bajra,2010,Rabi       ,Andhra Pradesh,15988.0,17254,1297.0,2655766.68,3837.12,1.454545455
3156,Cashewnut,2010,Whole Year ,Andhra Pradesh,138101.0,33563,1297.0,22939957.11,33144.24,0.25
3157,Castor seed,2010,Kharif     ,Andhra Pradesh,187721.0,50000,1297.0,31182335.31,45053.04,0.526875
3159,Coriander,2010,Whole Year ,Andhra Pradesh,20313.0,13749,1297.0,3374192.43,4875.12,0.671428571
3162,Dry chillies,2010,Rabi       ,Andhra Pradesh,43460.0,50000,1297.0,7219140.6,10430.4,3.1715
3163,Garlic,2010,Whole Year ,Andhra Pradesh,464.0,978,1297.0,77075.04,111.36,1.968
3164,Ginger,2010,Whole Year ,Andhra Pradesh,2472.0,23054,1297.0,410623.92,593.28,8.911111111
3168,Horse-gram,2010,Kharif     ,Andhra Pradesh,6234.0,2985,1297.0,1035529.74,1496.16,0.4775
3169,Horse-gram,2010,Rabi       ,Andhra Pradesh,31431.0,13673,1297.0,5221003.41,7543.44,0.44047619
3170,Jowar,2010,Kharif     ,Andhra Pradesh,114324.0,50000,1297.0,18990359.64,27437.76,1.261
3171,Jowar,2010,Rabi       ,Andhra Pradesh,139993.0,50000,1297.0,23254237.23,33598.32,1.940555556
3172,Linseed,2010,Rabi       ,Andhra Pradesh,1129.0,258,1297.0,187538.19,270.96,0.15
3175,Mesta,2010,Kharif     ,Andhra Pradesh,25244.0,50000,1297.0,4193280.84,6058.56,8.89
3176,Moong(Green Gram),2010,Kharif     ,Andhra Pradesh,261106.0,50000,1297.0,43372317.66,62665.44,0.355
3177,Moong(Green Gram),2010,Rabi       ,Andhra Pradesh,116941.0,44241,1297.0,19425069.51,28065.84,0.463
3178,Niger seed,2010,Kharif     ,Andhra Pradesh,10007.0,3823,1297.0,1662262.77,2401.68,0.335
3181,Other  Rabi pulses,2010,Rabi       ,Andhra Pradesh,5791.0,5023,1297.0,961943.01,1389.84,0.64
3182,Other Kharif pulses,2010,Kharif     ,Andhra Pradesh,2581.0,1194,1297.0,428729.91,619.44,0.82
3183,Potato,2010,Whole Year ,Andhra Pradesh,5953.0,50000,1297.0,988852.83,1428.72,10.99875
3184,Ragi,2010,Kharif     ,Andhra Pradesh,37078.0,42556,1297.0,6159026.58,8898.72,1.183333333
3185,Ragi,2010,Rabi       ,Andhra Pradesh,5244.0,7725,1297.0,871080.84,1258.56,1.465833333
3186,Rapeseed &Mustard,2010,Rabi       ,Andhra Pradesh,6922.0,16777,1297.0,1149813.42,1661.28,2.31
3189,Safflower,2010,Rabi       ,Andhra Pradesh,13090.0,8897,1297.0,2174379.9,3141.6,0.705
3190,Sesamum,2010,Kharif     ,Andhra Pradesh,81800.0,13862,1297.0,13587798.0,19632.0,0.178
3191,Sesamum,2010,Rabi       ,Andhra Pradesh,43175.0,12271,1297.0,7171799.25,10362.0,0.290526316
3192,Small millets,2010,Kharif     ,Andhra Pradesh,28040.0,26648,1297.0,4657724.4,6729.6,0.909090909
3193,Small millets,2010,Rabi       ,Andhra Pradesh,1263.0,1262,1297.0,209796.93,303.12,0.973333333
3194,Soyabean,2010,Kharif     ,Andhra Pradesh,127712.0,50000,1297.0,21214240.32,30650.88,1.696923077
3196,Sunflower,2010,Whole Year ,Andhra Pradesh,225361.0,50000,1297.0,37434715.71,54086.64,1.032272727
3197,Sweet potato,2010,Whole Year ,Andhra Pradesh,850.0,10887,1297.0,141193.5,204.0,12.70642857
3198,Tapioca,2010,Whole Year ,Andhra Pradesh,12859.0,50000,1297.0,2136008.49,3086.16,6.1075
3200,Urad,2010,Kharif     ,Andhra Pradesh,82317.0,46191,1297.0,13673676.87,19756.08,0.472857143
3201,Urad,2010,Rabi       ,Andhra Pradesh,381529.0,50000,1297.0,63375782.19,91566.96,0.573809524
3202,Wheat,2010,Rabi       ,Andhra Pradesh,10085.0,13143,1297.0,1675219.35,2420.4,1.311818182
3205,Bajra,2010,Kharif     ,Karnataka,307977.0,50000,1317.7,51158059.47,73914.48,0.883125
3206,Bajra,2010,Rabi       ,Karnataka,160.0,136,1317.7,26577.6,38.4,0.84
3207,Bajra,2010,Summer     ,Karnataka,1090.0,955,1317.7,181059.9,261.6,0.9
3209,Black pepper,2010,Whole Year ,Karnataka,21061.0,12717,1317.7,3498442.71,5054.64,0.580769231
3210,Cardamom,2010,Whole Year ,Karnataka,19081.0,1550,1317.7,3169544.91,4579.44,0.068888889
3211,Cashewnut,2010,Whole Year ,Karnataka,63448.0,46527,1317.7,10539347.28,15227.52,0.712727273
3212,Castor seed,2010,Kharif     ,Karnataka,19100.0,15991,1317.7,3172701.0,4584.0,0.865652174
3214,Coriander,2010,Whole Year ,Karnataka,4348.0,1622,1317.7,722246.28,1043.52,0.368
3216,Cotton(lint),2010,Rabi       ,Karnataka,129125.0,50000,1317.7,21448953.75,30990.0,1.758
3217,Cowpea(Lobia),2010,Kharif     ,Karnataka,70151.0,36233,1317.7,11652782.61,16836.24,0.527692308
3218,Cowpea(Lobia),2010,Rabi       ,Karnataka,27130.0,7166,1317.7,4506564.3,6511.2,0.264285714
3219,Dry chillies,2010,Kharif     ,Karnataka,99759.0,50000,1317.7,16570967.49,23942.16,1.176206897
3220,Dry chillies,2010,Rabi       ,Karnataka,6608.0,17951,1317.7,1097654.88,1585.92,2.711785714
3221,Dry chillies,2010,Summer     ,Karnataka,7482.0,22761,1317.7,1242835.02,1795.68,3.1132
3222,Garlic,2010,Whole Year ,Karnataka,4234.0,5467,1317.7,703309.74,1016.16,1.322857143
3223,Ginger,2010,Whole Year ,Karnataka,46469.0,50000,1317.7,7718965.59,11152.56,3.717894737
3226,Groundnut,2010,Rabi       ,Karnataka,187013.0,50000,1317.7,31064729.43,44883.12,1.024482759
3227,Horse-gram,2010,Kharif     ,Karnataka,88254.0,50000,1317.7,14659871.94,21180.96,0.621538462
3228,Horse-gram,2010,Rabi       ,Karnataka,132555.0,50000,1317.7,22018711.05,31813.2,0.571724138
3231,Jowar,2010,Summer     ,Karnataka,5446.0,11403,1317.7,904635.06,1307.04,2.315555556
3232,Linseed,2010,Rabi       ,Karnataka,11358.0,3809,1317.7,1886677.38,2725.92,0.335384615
